created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,sanitized_tweet,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,sentiment_score,sentiment
Thu Sep 28 13:09:45 +0000 2023,1707382084501991887,"@kabarpenumpang @KeretaCepatID kenapa gak kayak MRT Jakarta aja ada announcer kalo pintu mau ditutup, terus langsung tutup aja daripada komunikasi gini, malah gak jelas, kalo gak kayak KRL ada PPK di rangkaian belakang buat buka tutup pintu",0,0,2,48,in,1661387097784172551,1707369714299867242,rizalhim2,https://twitter.com/rizalhim2/status/1707382084501991887,"['kabarpenumpang', '@keretacepatid', 'kayak', 'mrt', 'jakarta', 'announcer', 'kalo', 'pintu', 'tutup', 'langsung', 'tutup', 'komunikasi', 'kalo', 'kayak', 'krl', 'ppk', 'rangkai', 'buka', 'tutup', 'pintu']",1,3,4,4,4,2,0,8,-20.0,negative
Thu Sep 28 13:05:43 +0000 2023,1707381071820865882,@kabarpenumpang @KeretaCepatID Bang @pandji mau jadi masinis?,0,1,0,0,in,149193644,1707369714299867242,godhottt,https://twitter.com/godhottt/status/1707381071820865882,"['kabarpenumpang', '@keretacepatid', 'bang', 'pandji', 'masinis']",1,3,4,1,6,1,7,7,0.0,neutral
Thu Sep 28 13:01:22 +0000 2023,1707379975274594351,@kabarpenumpang @KeretaCepatID Kayanya supirnya masih dari china,0,0,1,2,in,1664908764141735936,1707369714299867242,rizkitigabelas,https://twitter.com/rizkitigabelas/status/1707379975274594351,"['kabarpenumpang', '@keretacepatid', 'kaya', 'supirnya', 'china']",1,3,4,1,6,1,7,7,-2.0,negative
Thu Sep 28 12:50:11 +0000 2023,1707377160393253060,@kabarpenumpang @KeretaCepatID Apakah saat operasional seperti ini juga?,0,0,0,0,in,110444409,1707369714299867242,adhibroke,https://twitter.com/adhibroke/status/1707377160393253060,"['kabarpenumpang', '@keretacepatid', 'operasional']",1,3,4,1,6,1,7,7,0.0,neutral
Thu Sep 28 12:35:40 +0000 2023,1707373509062902112,@kabarpenumpang @KeretaCepatID Mancing mania - Strike,0,0,0,11,in,98345653,1707369714299867242,uray_24,https://twitter.com/uray_24/status/1707373509062902112,"['kabarpenumpang', '@keretacepatid', 'mancing', 'mania', 'strike']",1,3,4,1,6,1,7,7,2.0,positive
Thu Sep 28 12:30:50 +0000 2023,1707372291301245336,@kabarpenumpang @KeretaCepatID *gelar tiker* nunggu jawaban,0,0,0,80,in,38125159,1707369714299867242,OmInur,https://twitter.com/OmInur/status/1707372291301245336,"['kabarpenumpang', '@keretacepatid', 'gelar', 'tiker', 'tunggu']",1,3,4,1,6,1,7,7,0.0,neutral
Thu Sep 28 12:20:35 +0000 2023,1707369714299867242,"Min mau tanya @KeretaCepatID apakah prosedur close doornya akan tetap bilingual Indonesia - Mandarin seperti ini? Kalau iya, kenapa ya? Apa karena masinis atau petugas yg berhubungan dgn ops sarana kereta jg berbahasa Mandarin? https://t.co/mCSwHQ6Kp2",142,144,196,728,in,824914361181278209,1707369714299867242,kabarpenumpang,https://twitter.com/kabarpenumpang/status/1707369714299867242,"['min', '@keretacepatid', 'prosedur', 'close', 'doornya', 'bilingual', 'indonesia', 'mandarin', 'iya', 'ya', 'masinis', 'tugas', 'hubung', 'ops', 'sarana', 'kereta', 'bahasa', 'mandarin']",1,3,4,1,6,1,7,9,-14.0,negative
Thu Sep 28 11:47:36 +0000 2023,1707361413772275849,"@GRUNGE_GO Ini kan wawancara wartawan tv di Tiongkok, kpd pramugari KCIC bernama Laras dari Cirebon.  Diakhir kata pramugari yg satu mengatakan bhw bangga krn ini Kereta Tercepat yg baru ada di Indonesia. ð",0,1,0,2,in,852327811,1707358916273922107,rahmaniarbaftim,https://twitter.com/rahmaniarbaftim/status/1707361413772275849,"['grunge go', 'wawancara', 'wartawan', 'tv', 'tiongkok', 'pramugari', 'kcic', 'nama', 'laras', 'cirebon', 'pramugari', 'bangga', 'kereta', 'cepat', 'indonesia', '']",0,1,1,3,5,5,6,6,-1.0,negative
Thu Sep 28 11:28:52 +0000 2023,1707356695570387260,@RisydaHaerudin @PNS_Ababil Sotoy lu bang. PNS pusat klo ke Bandung mah mending jalur darat pake kend pribadi krn direimburse nya lbh byk drpd naek KCIC/Argo Parahyangan yg direimbursenya seharga tiket doang,0,0,0,0,in,1549565342732931072,1706521095204147626,greenshortalien,https://twitter.com/greenshortalien/status/1707356695570387260,"['risydahaerudin', 'pns ababil', 'sok', 'tau', 'lu', 'bang', 'pns', 'pusat', 'kalo', 'bandung', 'mah', 'mending', 'jalur', 'darat', 'pakai', 'kend', 'pribadi', 'direimburse', 'nya', 'kcicargo', 'parahyangan', 'direimbursenya', 'harga', 'tiket', 'doang']",1,3,2,0,1,5,5,6,-10.0,negative
Thu Sep 28 11:24:24 +0000 2023,1707355573841506657,@rezzahabibie @KeretaCepatID bisa jadi konten yutub nih bang,0,0,0,0,in,1442213067400433665,1704754510084940263,Verandagh,https://twitter.com/Verandagh/status/1707355573841506657,"['rezzahabibie', '@keretacepatid', 'konten', 'yutub', 'nih', 'bang']",1,3,4,4,4,2,0,8,0.0,neutral
Thu Sep 28 11:04:40 +0000 2023,1707350608293044565,"@KeretaCepatID Min,jadi peresmian Awal Oktober....?",0,1,0,0,in,1455126146161340418,1707030594683560066,pejuangnafkah87,https://twitter.com/pejuangnafkah87/status/1707350608293044565,"['@keretacepatid', 'minjadi', 'resmi', 'oktober']",1,3,4,4,4,2,0,8,2.0,positive
Thu Sep 28 10:34:56 +0000 2023,1707343126552334699,"Mau berasa di China, naik KcIc sajah... ð",0,0,1,0,in,1012339590,1707343126552334699,jaipurice,https://twitter.com/jaipurice/status/1707343126552334699,"['asa', 'china', 'kcic', 'sajah', '']",1,3,2,0,1,5,5,6,-2.0,negative
Thu Sep 28 10:30:24 +0000 2023,1707341982958493827,Vibes Sore Hari Bersama Kereta Cepat WHOOSH ð¤ . #keretacepatpunyaindonesia  @KeretaCepatID @KAI121 @keretaapikita @CRRC_global @jalur5_ @GM_MarKA @jurnalrailfans @EdanSepurID @EmirMonti https://t.co/3MF9cS2F9r,0,1,7,30,in,1268558236057133057,1707341982958493827,Septianalfian22,https://twitter.com/Septianalfian22/status/1707341982958493827,"['vibes', 'sore', 'kereta', 'cepat', 'whoosh', '', 'keretacepatpunyaindonesia', '@keretacepatid', 'kai121', 'keretaapikita', 'crrc global', 'jalur5', 'gm marka', 'jurnalrailfans', 'edansepurid', 'emirmonti']",0,1,1,3,5,4,6,5,-7.0,negative
Thu Sep 28 10:26:29 +0000 2023,1707340996789547376,@abetsym @rizqi_prima @dupadupp @ade_ridwan14 @selviabudiani @YellyLhsnhh @diansandi_N @wildan46508 @KeretaCepatID @doraemonmon @FennyOktavianii @irfan_budiawan_ @Killmongahh @Svastya @y0urskies @Ivan8430 @AnonymXav @indraahmadfauz1 @QintharaAvanza @afii90 Sepertinya iya (?),0,1,0,0,in,237691856,1705195969896468684,RachmalinD,https://twitter.com/RachmalinD/status/1707340996789547376,"['abetsym', 'rizqi prima', 'dupadupp', 'ade ridwan14', 'selviabudiani', 'yellylhsnhh', 'diansandi n', 'wildan46508', '@keretacepatid', 'doraemonmon', 'fennyoktavianii', 'irfan budiawan', 'killmongahh', 'svastya', 'y0urskies', 'ivan8430', 'anonymxav', 'indraahmadfauz1', 'qintharaavanza', 'afii90', 'iya']",1,3,4,4,4,2,0,8,0.0,neutral
Thu Sep 28 10:10:11 +0000 2023,1707336894642892930,@Heraloebss mirip jokowi maksa bangun kcic,0,0,0,0,in,1005669152,1707303660555030723,ngrzeee,https://twitter.com/ngrzeee/status/1707336894642892930,"['heraloebss', 'jokowi', 'maksa', 'bangun', 'kcic']",1,3,2,0,1,5,5,6,-5.0,negative
Thu Sep 28 10:02:37 +0000 2023,1707334991112450351,funfact: durasi waktu berhenti CL Garut di St. Rendeh hampir sama dengan durasi perjalanan Jakarta-Paladarang pakai KCIC wkwk https://t.co/1YRtNwbWbQ,0,0,0,0,in,1167426692228382720,1707334991112450351,frarrel,https://twitter.com/frarrel/status/1707334991112450351,"['funfact', 'durasi', 'henti', 'cl', 'garut', 'st', 'rendeh', 'durasi', 'jalan', 'jakartapaladarang', 'pakai', 'kcic', 'wkwk']",1,3,2,0,1,5,5,6,-4.0,negative
Thu Sep 28 09:45:43 +0000 2023,1707330739220656167,"@tanyakanrl jkt bekasi ga beda jauh nya, turun bentar di stasiun halim kcic wae udara na teu enakeun, uyuhan warga jkt bekasi sekitarnya bisa betah, keren lah.",0,0,0,0,in,189186155,1707248772424876521,Nirlangga,https://twitter.com/Nirlangga/status/1707330739220656167,"['tanyakanrl', 'jakarta', 'bekas', 'beda', 'nya', 'turun', 'bentar', 'stasiun', 'halim', 'kcic', 'wae', 'udara', 'nya', 'teu', 'enakeun', 'uyuh', 'warga', 'jakarta', 'bekas', 'betah', 'keren']",1,3,2,0,1,5,5,6,-18.0,negative
Thu Sep 28 09:31:14 +0000 2023,1707327094315991259,"Whoosh naik kereta cepat, Jakarta-Bandung gak sampai 1 jam! Gini ya rasanya naik transportasi darat yang bisa melesat sampai 350 km/h @KeretaCepatID   a thread. #KACepatUntukIndonesia #WuzzNaikKACepat https://t.co/6MmlJbu5zD",0,2,1,0,in,343833145,1707327094315991259,Laudepirera7,https://twitter.com/Laudepirera7/status/1707327094315991259,"['whoosh', 'kereta', 'cepat', 'jakarta bandung', '1', 'jam', 'ya', 'transportasi', 'darat', 'lesat', '350', 'kamuh', '@keretacepatid', 'a', 'thread', 'kacepatuntukindonesia', 'wuzznaikkacepat']",0,1,1,3,5,4,6,2,-6.0,negative
Thu Sep 28 08:05:12 +0000 2023,1707305444514091159,@rizqi_prima @dupadupp @ade_ridwan14 @selviabudiani @YellyLhsnhh @diansandi_N @wildan46508 @KeretaCepatID @doraemonmon @FennyOktavianii @irfan_budiawan_ @Killmongahh @Svastya @y0urskies @Ivan8430 @AnonymXav @indraahmadfauz1 @QintharaAvanza @afii90 @abetsym Akuu,0,0,0,0,in,237691856,1705195969896468684,RachmalinD,https://twitter.com/RachmalinD/status/1707305444514091159,"['rizqi prima', 'dupadupp', 'ade ridwan14', 'selviabudiani', 'yellylhsnhh', 'diansandi n', 'wildan46508', '@keretacepatid', 'doraemonmon', 'fennyoktavianii', 'irfan budiawan', 'killmongahh', 'svastya', 'y0urskies', 'ivan8430', 'anonymxav', 'indraahmadfauz1', 'qintharaavanza', 'afii90', 'abetsym']",1,3,4,4,4,2,0,8,0.0,neutral
Thu Sep 28 08:00:00 +0000 2023,1707304135811547317,"Hai SohIB!  Kalau biasanya kita menggunakan kata â#Whooshâ untuk menggambarkan suatu objek yg âsat set sat setâ, skrg kata tsb resmi jadi nama untuk #KeretaCepatJakartaBandung, lho!  @KeretaCepatID @KAI121 #IndonesiaBaik #KCIC #KCJB #KeretaCepat #Transportasi #KominfoNewsroom https://t.co/OkmcP8Stw0",0,1,1,5,in,831050085534363648,1707304135811547317,IndonesiaBaikId,https://twitter.com/IndonesiaBaikId/status/1707304135811547317,"['hai', 'sohib', 'whoosh', 'gambar', 'objek', 'sat', 'set', 'sat', 'set', 'resmi', 'nama', 'keretacepatjakartabandung', 'lho', '@keretacepatid', 'kai121', 'indonesiabaik', 'kcic', 'kcjb', 'keretacepat', 'transportasi', 'kominfonewsroom']",1,3,4,4,4,2,0,5,5.0,positive
Thu Sep 28 07:43:41 +0000 2023,1707300028027703492,@YellyLhsnhh @rizqi_prima @ade_ridwan14 @selviabudiani @RachmalinD @diansandi_N @dupadupp @wildan46508 @KeretaCepatID @doraemonmon @FennyOktavianii @irfan_budiawan_ @Killmongahh @Svastya @y0urskies @Ivan8430 @AnonymXav @QintharaAvanza @afii90 @abetsym Ooh makasih yah,0,0,0,0,in,1693199569,1705195969896468684,indraahmadfauz1,https://twitter.com/indraahmadfauz1/status/1707300028027703492,"['yellylhsnhh', 'rizqi prima', 'ade ridwan14', 'selviabudiani', 'rachmalind', 'diansandi n', 'dupadupp', 'wildan46508', '@keretacepatid', 'doraemonmon', 'fennyoktavianii', 'irfan budiawan', 'killmongahh', 'svastya', 'y0urskies', 'ivan8430', 'anonymxav', 'qintharaavanza', 'afii90', 'abetsym', 'oh', 'terima', 'kasih', 'ya']",1,3,4,4,4,2,0,8,5.0,positive
Thu Sep 28 07:31:24 +0000 2023,1707296938847351197,"@siregar_najeges Sepertinya kursus bhs mandarin dl bisa naik kcic, alahmakjang ðððð",0,0,0,0,in,125689419,1706975659615273313,henz55,https://twitter.com/henz55/status/1707296938847351197,"['siregar najeges', 'kursus', 'bahasa', 'mandarin', 'kcic', 'alahmakjang', '']",1,3,2,0,1,1,5,9,-4.0,negative
Thu Sep 28 07:28:14 +0000 2023,1707296140792893584,@YellyLhsnhh @rizqi_prima @ade_ridwan14 @selviabudiani @RachmalinD @diansandi_N @dupadupp @wildan46508 @KeretaCepatID @doraemonmon @FennyOktavianii @irfan_budiawan_ @Killmongahh @Svastya @y0urskies @Ivan8430 @AnonymXav @QintharaAvanza @afii90 @abetsym Ini tuh bisa buat berdua ga sih? Kaya yg lewat website https://t.co/nBgsENyTxU,0,1,0,0,in,1693199569,1705195969896468684,indraahmadfauz1,https://twitter.com/indraahmadfauz1/status/1707296140792893584,"['yellylhsnhh', 'rizqi prima', 'ade ridwan14', 'selviabudiani', 'rachmalind', 'diansandi n', 'dupadupp', 'wildan46508', '@keretacepatid', 'doraemonmon', 'fennyoktavianii', 'irfan budiawan', 'killmongahh', 'svastya', 'y0urskies', 'ivan8430', 'anonymxav', 'qintharaavanza', 'afii90', 'abetsym', 'tuh', 'sih', 'kayak', 'website']",1,3,4,4,4,2,0,8,-3.0,negative
Thu Sep 28 07:10:34 +0000 2023,1707291695640203705,"@KeretaCepatID Min, kapan penjualan tiket dibuka?",0,0,0,0,in,63434407,1707030594683560066,detajuventini,https://twitter.com/detajuventini/status/1707291695640203705,"['@keretacepatid', 'min', 'jual', 'tiket', 'buka']",2,2,0,5,0,0,8,4,-2.0,negative
Thu Sep 28 06:55:56 +0000 2023,1707288010906366260,@Ricksanchezit @detikcom Diganti setelah jadi menteri Karena gak setuju dengan Proyek KCIC  https://t.co/A3iTxCtOQX,0,1,0,7,in,1517391769,1707251622425018818,IdeBagus_store,https://twitter.com/IdeBagus_store/status/1707288010906366260,"['ricksanchezit', 'detikcom', 'ganti', 'menteri', 'tuju', 'proyek', 'kcic']",1,3,2,0,1,5,5,6,-7.0,negative
Thu Sep 28 06:51:58 +0000 2023,1707287011584049345,mo naik kcic :3 https://t.co/WojvgCTmKZ,0,9,0,9,in,1681087311604510720,1707287011584049345,CEP4T,https://twitter.com/CEP4T/status/1707287011584049345,"['kcic', '3']",1,3,2,0,1,5,5,6,0.0,neutral
Thu Sep 28 06:26:04 +0000 2023,1707280493396517119,"@PestaPestapora Sikon setelah nonton perunggu mo buru-buru ke stage pestapora nonton sheila on 7 tapi gak bisa jadii mampir ke booth KCIC charge hp, dapet kopi abc gratis dari mas mas disebelah yg istrinya sedang hamil tua â¦   ððððððð https://t.co/Js9qNDjjtb",0,0,0,0,in,1001661715,1707071767905481058,IrvanShadega45,https://twitter.com/IrvanShadega45/status/1707280493396517119,"['pestapestapora', 'sikon', 'tonton', 'perunggu', 'buruburu', 'stage', 'pestapora', 'tonton', 'sheila', 'on', '7', 'mampir', 'booth', 'kcic', 'charge', 'hp', 'kopi', 'abc', 'gratis', 'mas', 'mas', 'belah', 'istri', 'hamil', 'tua', '', '']",1,3,2,0,1,5,5,6,-21.0,negative
Thu Sep 28 06:03:04 +0000 2023,1707274706385306032,"@KeretaCepatID min mau tanya, di stasiun halim nya ada layanan penitipan motor kah ?",0,0,0,1,in,3044981024,1707234518179172361,Killmongahh,https://twitter.com/Killmongahh/status/1707274706385306032,"['@keretacepatid', 'min', 'stasiun', 'halim', 'nya', 'layan', 'titip', 'motor', 'kah']",2,2,0,5,3,6,2,3,-2.0,negative
Thu Sep 28 05:41:22 +0000 2023,1707269245569270035,"Bhabinkamtibmas kelurahan Cibaduyut monitoring Jalur KCJB /KCIC serta  sudah berkordinasi dgn RT07 RW 06 dan Rw01Rt05 Jln Ciparay Tengah kel.Cibaduyut kidul serta tokoh masarakat di sampaikan kepada warga masyarakat nya arahan dan Himbawan  ttg bahaya nya aliran listrik,dengan https://t.co/LVWHzLp4YV",0,0,0,0,in,1552273143213215746,1707269245569270035,HumasPolsek03,https://twitter.com/HumasPolsek03/status/1707269245569270035,"['bhabinkamtibmas', 'lurah', 'cibaduyut', 'monitoring', 'jalur', 'kcjb', 'kcic', 'berkordinasi', 'rt07', 'rw', '06', 'rw01rt05', 'jalan', 'ciparay', 'keluargacibaduyut', 'kidul', 'tokoh', 'masarakat', 'warga', 'masyarakat', 'nya', 'arah', 'himbawan', 'bahaya', 'nya', 'alir', 'listrikdengan']",1,3,2,0,1,5,5,9,-13.0,negative
Thu Sep 28 04:51:03 +0000 2023,1707256582910923258,Bjir ultras KCIC/Whoosh https://t.co/28EcsR56Wj,0,2,0,0,in,1298863562115358723,1707256582910923258,5binnala,https://twitter.com/5binnala/status/1707256582910923258,"['bjir', 'ultras', 'kcicwhoosh']",1,3,4,4,4,2,0,8,0.0,neutral
Thu Sep 28 04:18:52 +0000 2023,1707248483793850667,@rizqi_prima @selviabudiani @YellyLhsnhh @RachmalinD @diansandi_N @dupadupp @wildan46508 @KeretaCepatID @doraemonmon @FennyOktavianii @irfan_budiawan_ @Killmongahh @Svastya @y0urskies @Ivan8430 @AnonymXav @indraahmadfauz1 @QintharaAvanza @afii90 @abetsym Yang jam 14.00 dari Halim itu PP ngga ya?,0,1,0,0,in,1467563742,1705195969896468684,ade_ridwan14,https://twitter.com/ade_ridwan14/status/1707248483793850667,"['rizqi prima', 'selviabudiani', 'yellylhsnhh', 'rachmalind', 'diansandi n', 'dupadupp', 'wildan46508', '@keretacepatid', 'doraemonmon', 'fennyoktavianii', 'irfan budiawan', 'killmongahh', 'svastya', 'y0urskies', 'ivan8430', 'anonymxav', 'indraahmadfauz1', 'qintharaavanza', 'afii90', 'abetsym', 'jam', '1400', 'halim', 'pp', 'ya']",1,3,4,4,4,2,0,8,4.0,positive
Thu Sep 28 04:12:40 +0000 2023,1707246925483999509,@dupadupp @rizqi_prima @ade_ridwan14 @selviabudiani @YellyLhsnhh @RachmalinD @diansandi_N @wildan46508 @KeretaCepatID @FennyOktavianii @irfan_budiawan_ @Killmongahh @Svastya @y0urskies @Ivan8430 @AnonymXav @indraahmadfauz1 @QintharaAvanza @afii90 @abetsym Aku jam 9..,0,1,0,0,in,45810516,1705195969896468684,doraemonmon,https://twitter.com/doraemonmon/status/1707246925483999509,"['dupadupp', 'rizqi prima', 'ade ridwan14', 'selviabudiani', 'yellylhsnhh', 'rachmalind', 'diansandi n', 'wildan46508', '@keretacepatid', 'fennyoktavianii', 'irfan budiawan', 'killmongahh', 'svastya', 'y0urskies', 'ivan8430', 'anonymxav', 'indraahmadfauz1', 'qintharaavanza', 'afii90', 'abetsym', 'jam', '9']",1,3,4,4,4,2,0,8,0.0,neutral
Thu Sep 28 04:05:47 +0000 2023,1707245190908727311,"@JevonWicaksono Betul, gampang kan? Its so over for KCIC",0,0,0,3,in,244442241,1707056537838199137,raihanaulia_rar,https://twitter.com/raihanaulia_rar/status/1707245190908727311,"['jevonwicaksono', 'gampang', 'its', 'sok', 'over', 'for', 'kcic']",1,3,2,0,1,5,5,6,-3.0,negative
Thu Sep 28 03:45:28 +0000 2023,1707240078425337958,"@detikcom Sepintas memang pemerintah seolah2 tdk salah, coba cek perjanjian utang dan investasi dri Cina itu sudah termasuk perdagangan bebas, impor peralatan dan TKA Cina. KCIC aja relnya impor dri Cina, ktanya dukung produksi dlm negeri dngan TKDN untk investasi ... taaailah ....",0,0,0,0,in,1668332995877675010,1707179562327536023,Lanun_1017,https://twitter.com/Lanun_1017/status/1707240078425337958,"['detikcom', 'pintas', 'perintah', 'seolah2', 'salah', 'coba', 'cek', 'janji', 'utang', 'investasi', 'cina', 'masuk', 'dagang', 'bebas', 'impor', 'alat', 'tka', 'cina', 'kcic', 'rel', 'impor', 'cina', 'dukung', 'produksi', 'negeri', 'tkdn', 'investasi', 'taaailah']",1,3,2,0,1,5,5,6,-16.0,negative
Thu Sep 28 03:43:00 +0000 2023,1707239456594702636,@alisyarief KCIC Jakarta-Bandung,0,0,0,1,in,1603565032058417153,1707235446194082298,lpkkaltim,https://twitter.com/lpkkaltim/status/1707239456594702636,"['alisyarief', 'kcic', 'jakarta bandung']",1,3,2,0,1,5,5,6,0.0,neutral
Thu Sep 28 03:39:33 +0000 2023,1707238590634418478,"@selviabudiani @YellyLhsnhh @RachmalinD @rizqi_prima @diansandi_N @dupadupp @wildan46508 @KeretaCepatID @doraemonmon @FennyOktavianii @irfan_budiawan_ @Killmongahh @Svastya @y0urskies @Ivan8430 @AnonymXav @indraahmadfauz1 @QintharaAvanza @afii90 @abetsym Hei mimin.... jangan bikin deg degan lagi dong, karena apapun perlu persiapan ðâºï¸ð",0,1,0,1,in,1467563742,1705195969896468684,ade_ridwan14,https://twitter.com/ade_ridwan14/status/1707238590634418478,"['selviabudiani', 'yellylhsnhh', 'rachmalind', 'rizqi prima', 'diansandi n', 'dupadupp', 'wildan46508', '@keretacepatid', 'doraemonmon', 'fennyoktavianii', 'irfan budiawan', 'killmongahh', 'svastya', 'y0urskies', 'ivan8430', 'anonymxav', 'indraahmadfauz1', 'qintharaavanza', 'afii90', 'abetsym', 'hei', 'admin', 'bikin', 'deg', 'degan', '']",1,3,4,4,4,2,0,8,0.0,neutral
Thu Sep 28 03:32:08 +0000 2023,1707236722915082421,@KeretaCepatID @asharshubuh Tiket promo adaiin dong diskon 50%min biar bisa ngerasain dari kemarin nga dapat dapat coba war tiket,0,0,0,0,in,1704441894292619264,1707030594683560066,OmanSuryan91578,https://twitter.com/OmanSuryan91578/status/1707236722915082421,"['@keretacepatid', 'asharshubuh', 'tiket', 'promo', 'adaiin', 'diskon', '50min', 'biar', 'rasai', 'kemarin', 'coba', 'war', 'tiket']",1,3,4,4,4,0,8,4,2.0,positive
Thu Sep 28 02:43:37 +0000 2023,1707224513182912993,"@siyandi @Adrianussatrio Dia bilang KCIC 1 jam 5 menit berhenti di stasiun bandung yg bukan bandung. Bandingin sama pake mobil jkt-jatinangor.   Stasiun bandung di tengah kota bandung di anggap belum bandung, tapi jatinangor yang bukan bandung kenapa di anggap bandung sama dia? ð¤£ð¤£ð¤£",0,0,0,0,in,236389654,1707046417527918734,raykairi,https://twitter.com/raykairi/status/1707224513182912993,"['siyandi', 'adrianussatrio', 'bilang', 'kcic', '1', 'jam', '5', 'menit', 'henti', 'stasiun', 'bandung', 'bandung', 'banding', 'pakai', 'mobil', 'jakartajatinangor', 'stasiun', 'bandung', 'kota', 'bandung', 'anggap', 'bandung', 'jatinangor', 'bandung', 'anggap', 'bandung', '']",1,3,2,0,3,6,5,3,-14.0,negative
Thu Sep 28 02:40:50 +0000 2023,1707223813224870083,@Adrianussatrio @arungbudoyo @PetrolWeeb Yang kocak pas ada yg counter kalo KCIC ke stasiun bandung cuman 55 menit dia malah ngeles dengan bilang waktu kepotong antri tiket dan transit di karawang.   Tapi kenapa dia gak ngasih estimasi waktu yg sama kalo pake kendaraan pribadi dimana bisa kejebak macet ð¤£ð¤£ð¤£,0,1,0,0,in,236389654,1707046417527918734,raykairi,https://twitter.com/raykairi/status/1707223813224870083,"['adrianussatrio', 'arungbudoyo', 'petrolweeb', 'kocak', 'pas', 'counter', 'kalo', 'kcic', 'stasiun', 'bandung', 'cuman', '55', 'menit', 'ngeles', 'bilang', 'potong', 'antri', 'tiket', 'transit', 'karawang', 'asih', 'estimasi', 'kalo', 'pakai', 'kendara', 'pribadi', 'jebak', 'macet', '']",1,3,2,0,1,5,5,6,-6.0,negative
